-1.409497798012812941e+00,1.099845357493199449e+00,-2.215926408767700195e+00
-1.260000019004469118e+00,9.912301925348880882e-01,-1.997092723846435547e+00
-1.236868359792442806e+00,9.810547282137966896e-01,-1.976591587066650391e+00
-1.212315686338206300e+00,9.695736051311716341e-01,-1.953459858894348145e+00
-1.201007896754606286e+00,9.685816547465651016e-01,-1.951461315155029297e+00
-1.194096785592676735e+00,9.711487146562901573e-01,-1.956633329391479492e+00
-1.186441605890069528e+00,9.731492416144728042e-01,-1.960663914680480957e+00
-1.177557229246582793e+00,9.741672850572130615e-01,-1.962715029716491699e+00
-1.166972630141007050e+00,9.737842318636584782e-01,-1.961943268775939941e+00
-1.158020986496524740e+00,9.747690229284595720e-01,-1.963927388191223145e+00
-1.149341929116541428e+00,9.760026743164135210e-01,-1.966412901878356934e+00
-1.140353868204473597e+00,9.769935596782390874e-01,-1.968409299850463867e+00
-1.132842607012721770e+00,9.792788618944658907e-01,-1.973013639450073242e+00
-1.125448329454600049e+00,9.817076463464620151e-01,-1.977907061576843262e+00
-1.118196472672283504e+00,9.843062427640900669e-01,-1.983142614364624023e+00
-1.110197942922725112e+00,9.862894926860481526e-01,-1.987138390541076660e+00
-1.101995001121970130e+00,9.881264203114877853e-01,-1.990839362144470215e+00
-1.093147096983128286e+00,9.894141511895419017e-01,-1.993433833122253418e+00
-1.084696771171845597e+00,9.910896095278003415e-01,-1.996809482574462891e+00
-1.075997512163087588e+00,9.925675653081217353e-01,-1.999787211418151855e+00
-1.067777645253721763e+00,9.945206395846190039e-01,-2.003722190856933594e+00
-1.059332910455549337e+00,9.963004109874800118e-01,-2.007308006286621094e+00
-1.051325875280199496e+00,9.985310420342838889e-01,-2.011802196502685547e+00
-1.043007239919881979e+00,1.000507250972301199e+00,-2.015783786773681641e+00
-1.035089154368276310e+00,1.002911362396538220e+00,-2.020627498626708984e+00
-1.026773013256911060e+00,1.004974784866730086e+00,-2.024784803390502930e+00
-1.018921868065651104e+00,1.007540424746080632e+00,-2.029953956604003906e+00
-1.010602246639199508e+00,1.009691297420176381e+00,-2.034287452697753906e+00
-1.002518402460201852e+00,1.012125347818145116e+00,-2.039191484451293945e+00
-9.939675812482222650e-01,1.014134572462372264e+00,-2.043239593505859375e+00
-9.857232663541263262e-01,1.016502946455514644e+00,-2.048011302947998047e+00
-9.770285283132185139e-01,1.018453121503330339e+00,-2.051940441131591797e+00
-9.687364690034979686e-01,1.020870368208532719e+00,-2.056810617446899414e+00
-9.601189463429090631e-01,1.022994378641375324e+00,-2.061089992523193359e+00
-9.517951148822014762e-01,1.025482390193579674e+00,-2.066102743148803711e+00
-9.430650831042528548e-01,1.027584153483886320e+00,-2.070337295532226562e+00
-9.348143721333642686e-01,1.030262330770425727e+00,-2.075733184814453125e+00
-9.261636598865243819e-01,1.032556626512358466e+00,-2.080355644226074219e+00
-9.177835587969972453e-01,1.035209953267341776e+00,-2.085701465606689453e+00
